year,fuel,energy_[pj],category,state
1977,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1978,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1979,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1980,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1981,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1982,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1983,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1984,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1985,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1986,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1987,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1988,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1989,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1990,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1991,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1992,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1993,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1994,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1995,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1996,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1997,town_gas [pj],0.1,production_of_derived_fuels,Western Australia
1998,town_gas [pj],,production_of_derived_fuels,Western Australia
1999,town_gas [pj],,production_of_derived_fuels,Western Australia
2000,town_gas [pj],,production_of_derived_fuels,Western Australia
2001,town_gas [pj],,production_of_derived_fuels,Western Australia
2002,town_gas [pj],,production_of_derived_fuels,Western Australia
2003,town_gas [pj],,production_of_derived_fuels,Western Australia
2004,town_gas [pj],,production_of_derived_fuels,Western Australia
2005,town_gas [pj],,production_of_derived_fuels,Western Australia
2006,town_gas [pj],,production_of_derived_fuels,Western Australia
2007,town_gas [pj],,production_of_derived_fuels,Western Australia
2008,town_gas [pj],,production_of_derived_fuels,Western Australia
2009,town_gas [pj],,production_of_derived_fuels,Western Australia
2010,town_gas [pj],,production_of_derived_fuels,Western Australia
2011,town_gas [pj],,production_of_derived_fuels,Western Australia
2012,town_gas [pj],,production_of_derived_fuels,Western Australia
2013,town_gas [pj],,production_of_derived_fuels,Western Australia
2014,town_gas [pj],,production_of_derived_fuels,Western Australia
2015,town_gas [pj],,production_of_derived_fuels,Western Australia
2016,town_gas [pj],,production_of_derived_fuels,Western Australia
2017,town_gas [pj],,production_of_derived_fuels,Western Australia
2018,town_gas [pj],,production_of_derived_fuels,Western Australia
2019,town_gas [pj],,production_of_derived_fuels,Western Australia
2020,town_gas [pj],,production_of_derived_fuels,Western Australia
2021,town_gas [pj],,production_of_derived_fuels,Western Australia
2022,town_gas [pj],,production_of_derived_fuels,Western Australia
,town_gas [pj],,production_of_derived_fuels,Western Australia
,town_gas [pj],,production_of_derived_fuels,Western Australia
,town_gas [pj],,production_of_derived_fuels,Western Australia
,town_gas [pj],,production_of_derived_fuels,Western Australia
,town_gas [pj],,production_of_derived_fuels,Western Australia
,town_gas [pj],,production_of_derived_fuels,Western Australia
,town_gas [pj],,production_of_derived_fuels,Western Australia
,town_gas [pj],,production_of_derived_fuels,Western Australia
1960,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1961,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1962,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1963,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1964,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1965,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1966,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1967,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1968,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1969,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1970,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1971,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1972,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1973,thermal_electricity [pj],19.5,consumption_of_fuels,Western Australia
1974,thermal_electricity [pj],21.5,consumption_of_fuels,Western Australia
1975,thermal_electricity [pj],23.4,consumption_of_fuels,Western Australia
1976,thermal_electricity [pj],24.9,consumption_of_fuels,Western Australia
1977,thermal_electricity [pj],25.8,consumption_of_fuels,Western Australia
1978,thermal_electricity [pj],26.6,consumption_of_fuels,Western Australia
1979,thermal_electricity [pj],27.6,consumption_of_fuels,Western Australia
1980,thermal_electricity [pj],28.2,consumption_of_fuels,Western Australia
1981,thermal_electricity [pj],29.5,consumption_of_fuels,Western Australia
1982,thermal_electricity [pj],30.1,consumption_of_fuels,Western Australia
1983,thermal_electricity [pj],31.1,consumption_of_fuels,Western Australia
1984,thermal_electricity [pj],35.0,consumption_of_fuels,Western Australia
1985,thermal_electricity [pj],37.1,consumption_of_fuels,Western Australia
1986,thermal_electricity [pj],39.2,consumption_of_fuels,Western Australia
1987,thermal_electricity [pj],41.2,consumption_of_fuels,Western Australia
1988,thermal_electricity [pj],46.3,consumption_of_fuels,Western Australia
1989,thermal_electricity [pj],51.3,consumption_of_fuels,Western Australia
1990,thermal_electricity [pj],53.3,consumption_of_fuels,Western Australia
1991,thermal_electricity [pj],54.7,consumption_of_fuels,Western Australia
1992,thermal_electricity [pj],56.2,consumption_of_fuels,Western Australia
1993,thermal_electricity [pj],58.6,consumption_of_fuels,Western Australia
1994,thermal_electricity [pj],62.5,consumption_of_fuels,Western Australia
1995,thermal_electricity [pj],65.1,consumption_of_fuels,Western Australia
1996,thermal_electricity [pj],65.8,consumption_of_fuels,Western Australia
1997,thermal_electricity [pj],70.0,consumption_of_fuels,Western Australia
1998,thermal_electricity [pj],76.3,consumption_of_fuels,Western Australia
1999,thermal_electricity [pj],83.3,consumption_of_fuels,Western Australia
2000,thermal_electricity [pj],82.7,consumption_of_fuels,Western Australia
2001,thermal_electricity [pj],83.5,consumption_of_fuels,Western Australia
2002,thermal_electricity [pj],69.878,consumption_of_fuels,Western Australia
2003,thermal_electricity [pj],74.563,consumption_of_fuels,Western Australia
2004,thermal_electricity [pj],71.022,consumption_of_fuels,Western Australia
2005,thermal_electricity [pj],71.422,consumption_of_fuels,Western Australia
2006,thermal_electricity [pj],74.948,consumption_of_fuels,Western Australia
2007,thermal_electricity [pj],81.563,consumption_of_fuels,Western Australia
2008,thermal_electricity [pj],97.312,consumption_of_fuels,Western Australia
2009,thermal_electricity [pj],101.271,consumption_of_fuels,Western Australia
2010,thermal_electricity [pj],111.682,consumption_of_fuels,Western Australia
2011,thermal_electricity [pj],110.487,consumption_of_fuels,Western Australia
2012,thermal_electricity [pj],114.952,consumption_of_fuels,Western Australia
2013,thermal_electricity [pj],123.751,consumption_of_fuels,Western Australia
2014,thermal_electricity [pj],127.032,consumption_of_fuels,Western Australia
2015,thermal_electricity [pj],130.515,consumption_of_fuels,Western Australia
2016,thermal_electricity [pj],134.043,consumption_of_fuels,Western Australia
2017,thermal_electricity [pj],137.263,consumption_of_fuels,Western Australia
2018,thermal_electricity [pj],137.813,consumption_of_fuels,Western Australia
2019,thermal_electricity [pj],140.609,consumption_of_fuels,Western Australia
2020,thermal_electricity [pj],134.862,consumption_of_fuels,Western Australia
2021,thermal_electricity [pj],134.235,consumption_of_fuels,Western Australia
2022,thermal_electricity [pj],133.06,consumption_of_fuels,Western Australia
,thermal_electricity [pj],,consumption_of_fuels,Western Australia
,thermal_electricity [pj],,consumption_of_fuels,Western Australia
,thermal_electricity [pj],,consumption_of_fuels,Western Australia
,thermal_electricity [pj],,consumption_of_fuels,Western Australia
,thermal_electricity [pj],,consumption_of_fuels,Western Australia
,thermal_electricity [pj],,consumption_of_fuels,Western Australia
,thermal_electricity [pj],,consumption_of_fuels,Western Australia
,thermal_electricity [pj],,consumption_of_fuels,Western Australia
1960,total_energy_consumption [pj],99.6,total,Western Australia
1961,total_energy_consumption [pj],99.1,total,Western Australia
1962,total_energy_consumption [pj],103.9,total,Western Australia
1963,total_energy_consumption [pj],110.8,total,Western Australia
1964,total_energy_consumption [pj],115.9,total,Western Australia
1965,total_energy_consumption [pj],124.6,total,Western Australia
1966,total_energy_consumption [pj],136.2,total,Western Australia
1967,total_energy_consumption [pj],157.1,total,Western Australia
1968,total_energy_consumption [pj],169.4,total,Western Australia
1969,total_energy_consumption [pj],189.8,total,Western Australia
1970,total_energy_consumption [pj],209.1,total,Western Australia
1971,total_energy_consumption [pj],221.7,total,Western Australia
1972,total_energy_consumption [pj],239.1,total,Western Australia
1973,total_energy_consumption [pj],272.6,total,Western Australia
1974,total_energy_consumption [pj],279.6,total,Western Australia
1975,total_energy_consumption [pj],296.5,total,Western Australia
1976,total_energy_consumption [pj],322.1,total,Western Australia
1977,total_energy_consumption [pj],328.4,total,Western Australia
1978,total_energy_consumption [pj],336.0,total,Western Australia
1979,total_energy_consumption [pj],334.1,total,Western Australia
1980,total_energy_consumption [pj],322.0,total,Western Australia
1981,total_energy_consumption [pj],300.1,total,Western Australia
1982,total_energy_consumption [pj],304.6,total,Western Australia
1983,total_energy_consumption [pj],313.9,total,Western Australia
1984,total_energy_consumption [pj],343.1,total,Western Australia
1985,total_energy_consumption [pj],344.8,total,Western Australia
1986,total_energy_consumption [pj],358.4,total,Western Australia
1987,total_energy_consumption [pj],391.1,total,Western Australia
1988,total_energy_consumption [pj],427.7,total,Western Australia
1989,total_energy_consumption [pj],473.0,total,Western Australia
1990,total_energy_consumption [pj],488.4,total,Western Australia
1991,total_energy_consumption [pj],496.4,total,Western Australia
1992,total_energy_consumption [pj],522.0,total,Western Australia
1993,total_energy_consumption [pj],554.1,total,Western Australia
1994,total_energy_consumption [pj],592.7,total,Western Australia
1995,total_energy_consumption [pj],630.2,total,Western Australia
1996,total_energy_consumption [pj],649.6,total,Western Australia
1997,total_energy_consumption [pj],662.6,total,Western Australia
1998,total_energy_consumption [pj],672.8,total,Western Australia
1999,total_energy_consumption [pj],688.5,total,Western Australia
2000,total_energy_consumption [pj],708.1,total,Western Australia
2001,total_energy_consumption [pj],722.9,total,Western Australia
2002,total_energy_consumption [pj],719.958,total,Western Australia
2003,total_energy_consumption [pj],730.333,total,Western Australia
2004,total_energy_consumption [pj],748.204,total,Western Australia
2005,total_energy_consumption [pj],757.067,total,Western Australia
2006,total_energy_consumption [pj],820.67,total,Western Australia
2007,total_energy_consumption [pj],827.963,total,Western Australia
2008,total_energy_consumption [pj],917.222,total,Western Australia
2009,total_energy_consumption [pj],905.748,total,Western Australia
2010,total_energy_consumption [pj],980.289,total,Western Australia
2011,total_energy_consumption [pj],982.163,total,Western Australia
2012,total_energy_consumption [pj],1019.454,total,Western Australia
2013,total_energy_consumption [pj],1066.564,total,Western Australia
2014,total_energy_consumption [pj],1045.337,total,Western Australia
2015,total_energy_consumption [pj],1123.903,total,Western Australia
2016,total_energy_consumption [pj],1176.761,total,Western Australia
2017,total_energy_consumption [pj],1209.656,total,Western Australia
2018,total_energy_consumption [pj],1261.191,total,Western Australia
2019,total_energy_consumption [pj],1264.935,total,Western Australia
2020,total_energy_consumption [pj],1238.945,total,Western Australia
2021,total_energy_consumption [pj],1257.883,total,Western Australia
2022,total_energy_consumption [pj],1293.628,total,Western Australia
,total_energy_consumption [pj],,total,Western Australia
,total_energy_consumption [pj],,total,Western Australia
,total_energy_consumption [pj],,total,Western Australia
,total_energy_consumption [pj],,total,Western Australia
,total_energy_consumption [pj],,total,Western Australia
,total_energy_consumption [pj],,total,Western Australia
,total_energy_consumption [pj],,total,Western Australia
,total_energy_consumption [pj],,total,Western Australia
1960,black_coal [pj],6.8,consumption_of_fuels,Tasmania
1961,black_coal [pj],6.1,consumption_of_fuels,Tasmania
1962,black_coal [pj],5.6,consumption_of_fuels,Tasmania
1963,black_coal [pj],4.2,consumption_of_fuels,Tasmania
1964,black_coal [pj],3.4,consumption_of_fuels,Tasmania
1965,black_coal [pj],2.2,consumption_of_fuels,Tasmania
1966,black_coal [pj],1.9,consumption_of_fuels,Tasmania
1967,black_coal [pj],1.9,consumption_of_fuels,Tasmania
1968,black_coal [pj],2.3,consumption_of_fuels,Tasmania
1969,black_coal [pj],2.4,consumption_of_fuels,Tasmania
1970,black_coal [pj],2.3,consumption_of_fuels,Tasmania
1971,black_coal [pj],2.6,consumption_of_fuels,Tasmania
1972,black_coal [pj],2.3,consumption_of_fuels,Tasmania
1973,black_coal [pj],2.4,consumption_of_fuels,Tasmania
1974,black_coal [pj],2.5,consumption_of_fuels,Tasmania
1975,black_coal [pj],3.0,consumption_of_fuels,Tasmania
1976,black_coal [pj],4.3,consumption_of_fuels,Tasmania
1977,black_coal [pj],4.0,consumption_of_fuels,Tasmania
1978,black_coal [pj],4.3,consumption_of_fuels,Tasmania
1979,black_coal [pj],4.3,consumption_of_fuels,Tasmania
1980,black_coal [pj],4.8,consumption_of_fuels,Tasmania
1981,black_coal [pj],6.2,consumption_of_fuels,Tasmania
1982,black_coal [pj],7.9,consumption_of_fuels,Tasmania
1983,black_coal [pj],7.1,consumption_of_fuels,Tasmania
1984,black_coal [pj],8.1,consumption_of_fuels,Tasmania
1985,black_coal [pj],9.1,consumption_of_fuels,Tasmania
1986,black_coal [pj],8.9,consumption_of_fuels,Tasmania
1987,black_coal [pj],9.5,consumption_of_fuels,Tasmania
1988,black_coal [pj],10.4,consumption_of_fuels,Tasmania
1989,black_coal [pj],10.0,consumption_of_fuels,Tasmania
1990,black_coal [pj],10.0,consumption_of_fuels,Tasmania
1991,black_coal [pj],9.1,consumption_of_fuels,Tasmania
1992,black_coal [pj],8.3,consumption_of_fuels,Tasmania
1993,black_coal [pj],9.8,consumption_of_fuels,Tasmania
1994,black_coal [pj],10.3,consumption_of_fuels,Tasmania
1995,black_coal [pj],10.1,consumption_of_fuels,Tasmania
1996,black_coal [pj],10.3,consumption_of_fuels,Tasmania
1997,black_coal [pj],10.2,consumption_of_fuels,Tasmania
1998,black_coal [pj],9.8,consumption_of_fuels,Tasmania
1999,black_coal [pj],9.8,consumption_of_fuels,Tasmania
2000,black_coal [pj],9.7,consumption_of_fuels,Tasmania
2001,black_coal [pj],9.6,consumption_of_fuels,Tasmania
2002,black_coal [pj],6.335,consumption_of_fuels,Tasmania
2003,black_coal [pj],6.851,consumption_of_fuels,Tasmania
2004,black_coal [pj],7.44,consumption_of_fuels,Tasmania
2005,black_coal [pj],8.027,consumption_of_fuels,Tasmania
2006,black_coal [pj],8.051,consumption_of_fuels,Tasmania
2007,black_coal [pj],8.047,consumption_of_fuels,Tasmania
2008,black_coal [pj],9.656,consumption_of_fuels,Tasmania
2009,black_coal [pj],8.757,consumption_of_fuels,Tasmania
2010,black_coal [pj],6.487,consumption_of_fuels,Tasmania
2011,black_coal [pj],6.183,consumption_of_fuels,Tasmania
2012,black_coal [pj],8.736,consumption_of_fuels,Tasmania
2013,black_coal [pj],7.164,consumption_of_fuels,Tasmania
2014,black_coal [pj],7.13,consumption_of_fuels,Tasmania
2015,black_coal [pj],6.137,consumption_of_fuels,Tasmania
2016,black_coal [pj],,consumption_of_fuels,Tasmania
2017,black_coal [pj],,consumption_of_fuels,Tasmania
2018,black_coal [pj],,consumption_of_fuels,Tasmania
2019,black_coal [pj],,consumption_of_fuels,Tasmania
2020,black_coal [pj],,consumption_of_fuels,Tasmania
2021,black_coal [pj],,consumption_of_fuels,Tasmania
2022,black_coal [pj],,consumption_of_fuels,Tasmania
,black_coal [pj],,consumption_of_fuels,Tasmania
,black_coal [pj],,consumption_of_fuels,Tasmania
,black_coal [pj],,consumption_of_fuels,Tasmania
,black_coal [pj],,consumption_of_fuels,Tasmania
,black_coal [pj],,consumption_of_fuels,Tasmania
,black_coal [pj],,consumption_of_fuels,Tasmania
,black_coal [pj],,consumption_of_fuels,Tasmania
,black_coal [pj],,consumption_of_fuels,Tasmania
,black_coal [pj],,consumption_of_fuels,Tasmania
1960,brown_coal [pj],,consumption_of_fuels,Tasmania
1961,brown_coal [pj],,consumption_of_fuels,Tasmania
1962,brown_coal [pj],,consumption_of_fuels,Tasmania
1963,brown_coal [pj],,consumption_of_fuels,Tasmania
1964,brown_coal [pj],,consumption_of_fuels,Tasmania
1965,brown_coal [pj],,consumption_of_fuels,Tasmania
1966,brown_coal [pj],,consumption_of_fuels,Tasmania
1967,brown_coal [pj],,consumption_of_fuels,Tasmania
1968,brown_coal [pj],,consumption_of_fuels,Tasmania
1969,brown_coal [pj],,consumption_of_fuels,Tasmania
1970,brown_coal [pj],,consumption_of_fuels,Tasmania
1971,brown_coal [pj],,consumption_of_fuels,Tasmania
1972,brown_coal [pj],,consumption_of_fuels,Tasmania
1973,brown_coal [pj],,consumption_of_fuels,Tasmania
1974,brown_coal [pj],,consumption_of_fuels,Tasmania
1975,brown_coal [pj],,consumption_of_fuels,Tasmania
1976,brown_coal [pj],,consumption_of_fuels,Tasmania
1977,brown_coal [pj],,consumption_of_fuels,Tasmania
1978,brown_coal [pj],,consumption_of_fuels,Tasmania
1979,brown_coal [pj],,consumption_of_fuels,Tasmania
1980,brown_coal [pj],,consumption_of_fuels,Tasmania
1981,brown_coal [pj],,consumption_of_fuels,Tasmania
1982,brown_coal [pj],,consumption_of_fuels,Tasmania
1983,brown_coal [pj],,consumption_of_fuels,Tasmania
1984,brown_coal [pj],,consumption_of_fuels,Tasmania
1985,brown_coal [pj],,consumption_of_fuels,Tasmania
1986,brown_coal [pj],,consumption_of_fuels,Tasmania
1987,brown_coal [pj],,consumption_of_fuels,Tasmania
1988,brown_coal [pj],,consumption_of_fuels,Tasmania
1989,brown_coal [pj],,consumption_of_fuels,Tasmania
1990,brown_coal [pj],,consumption_of_fuels,Tasmania
1991,brown_coal [pj],,consumption_of_fuels,Tasmania
1992,brown_coal [pj],,consumption_of_fuels,Tasmania
1993,brown_coal [pj],,consumption_of_fuels,Tasmania
1994,brown_coal [pj],,consumption_of_fuels,Tasmania
1995,brown_coal [pj],,consumption_of_fuels,Tasmania
1996,brown_coal [pj],,consumption_of_fuels,Tasmania
1997,brown_coal [pj],,consumption_of_fuels,Tasmania
1998,brown_coal [pj],,consumption_of_fuels,Tasmania
1999,brown_coal [pj],,consumption_of_fuels,Tasmania
2000,brown_coal [pj],,consumption_of_fuels,Tasmania
2001,brown_coal [pj],,consumption_of_fuels,Tasmania
2002,brown_coal [pj],,consumption_of_fuels,Tasmania
2003,brown_coal [pj],,consumption_of_fuels,Tasmania
2004,brown_coal [pj],,consumption_of_fuels,Tasmania
2005,brown_coal [pj],,consumption_of_fuels,Tasmania
2006,brown_coal [pj],,consumption_of_fuels,Tasmania
2007,brown_coal [pj],,consumption_of_fuels,Tasmania
2008,brown_coal [pj],,consumption_of_fuels,Tasmania
2009,brown_coal [pj],,consumption_of_fuels,Tasmania
2010,brown_coal [pj],,consumption_of_fuels,Tasmania
2011,brown_coal [pj],,consumption_of_fuels,Tasmania
2012,brown_coal [pj],,consumption_of_fuels,Tasmania
2013,brown_coal [pj],,consumption_of_fuels,Tasmania
2014,brown_coal [pj],,consumption_of_fuels,Tasmania
2015,brown_coal [pj],,consumption_of_fuels,Tasmania
2016,brown_coal [pj],,consumption_of_fuels,Tasmania
2017,brown_coal [pj],,consumption_of_fuels,Tasmania
2018,brown_coal [pj],,consumption_of_fuels,Tasmania
2019,brown_coal [pj],,consumption_of_fuels,Tasmania
2020,brown_coal [pj],,consumption_of_fuels,Tasmania
2021,brown_coal [pj],,consumption_of_fuels,Tasmania
2022,brown_coal [pj],,consumption_of_fuels,Tasmania
,brown_coal [pj],,consumption_of_fuels,Tasmania
,brown_coal [pj],,consumption_of_fuels,Tasmania
,brown_coal [pj],,consumption_of_fuels,Tasmania
,brown_coal [pj],,consumption_of_fuels,Tasmania
,brown_coal [pj],,consumption_of_fuels,Tasmania
,brown_coal [pj],,consumption_of_fuels,Tasmania
,brown_coal [pj],,consumption_of_fuels,Tasmania
,brown_coal [pj],,consumption_of_fuels,Tasmania
,brown_coal [pj],,consumption_of_fuels,Tasmania
1960,coke [pj],,consumption_of_fuels,Tasmania
1961,coke [pj],,consumption_of_fuels,Tasmania
1962,coke [pj],,consumption_of_fuels,Tasmania
1963,coke [pj],,consumption_of_fuels,Tasmania
1964,coke [pj],,consumption_of_fuels,Tasmania
1965,coke [pj],,consumption_of_fuels,Tasmania
1966,coke [pj],,consumption_of_fuels,Tasmania
1967,coke [pj],,consumption_of_fuels,Tasmania
1968,coke [pj],,consumption_of_fuels,Tasmania
1969,coke [pj],,consumption_of_fuels,Tasmania
1970,coke [pj],,consumption_of_fuels,Tasmania
1971,coke [pj],,consumption_of_fuels,Tasmania
1972,coke [pj],,consumption_of_fuels,Tasmania
1973,coke [pj],,consumption_of_fuels,Tasmania
1974,coke [pj],,consumption_of_fuels,Tasmania
1975,coke [pj],,consumption_of_fuels,Tasmania
1976,coke [pj],,consumption_of_fuels,Tasmania
1977,coke [pj],,consumption_of_fuels,Tasmania
1978,coke [pj],,consumption_of_fuels,Tasmania
1979,coke [pj],,consumption_of_fuels,Tasmania
1980,coke [pj],,consumption_of_fuels,Tasmania
1981,coke [pj],,consumption_of_fuels,Tasmania
1982,coke [pj],,consumption_of_fuels,Tasmania
1983,coke [pj],,consumption_of_fuels,Tasmania
1984,coke [pj],,consumption_of_fuels,Tasmania
1985,coke [pj],,consumption_of_fuels,Tasmania
1986,coke [pj],,consumption_of_fuels,Tasmania
1987,coke [pj],,consumption_of_fuels,Tasmania
1988,coke [pj],,consumption_of_fuels,Tasmania
1989,coke [pj],,consumption_of_fuels,Tasmania
1990,coke [pj],,consumption_of_fuels,Tasmania
1991,coke [pj],,consumption_of_fuels,Tasmania
1992,coke [pj],,consumption_of_fuels,Tasmania
1993,coke [pj],,consumption_of_fuels,Tasmania
1994,coke [pj],,consumption_of_fuels,Tasmania
1995,coke [pj],,consumption_of_fuels,Tasmania
1996,coke [pj],,consumption_of_fuels,Tasmania
1997,coke [pj],,consumption_of_fuels,Tasmania
1998,coke [pj],,consumption_of_fuels,Tasmania
1999,coke [pj],,consumption_of_fuels,Tasmania
2000,coke [pj],,consumption_of_fuels,Tasmania
2001,coke [pj],,consumption_of_fuels,Tasmania
2002,coke [pj],,consumption_of_fuels,Tasmania
2003,coke [pj],,consumption_of_fuels,Tasmania
2004,coke [pj],,consumption_of_fuels,Tasmania
2005,coke [pj],,consumption_of_fuels,Tasmania
2006,coke [pj],,consumption_of_fuels,Tasmania
2007,coke [pj],,consumption_of_fuels,Tasmania
2008,coke [pj],,consumption_of_fuels,Tasmania
2009,coke [pj],,consumption_of_fuels,Tasmania
2010,coke [pj],,consumption_of_fuels,Tasmania
2011,coke [pj],,consumption_of_fuels,Tasmania
2012,coke [pj],,consumption_of_fuels,Tasmania
2013,coke [pj],,consumption_of_fuels,Tasmania
2014,coke [pj],,consumption_of_fuels,Tasmania
2015,coke [pj],,consumption_of_fuels,Tasmania
2016,coke [pj],,consumption_of_fuels,Tasmania
2017,coke [pj],,consumption_of_fuels,Tasmania
2018,coke [pj],,consumption_of_fuels,Tasmania
2019,coke [pj],,consumption_of_fuels,Tasmania
2020,coke [pj],,consumption_of_fuels,Tasmania
2021,coke [pj],,consumption_of_fuels,Tasmania
2022,coke [pj],,consumption_of_fuels,Tasmania
,coke [pj],,consumption_of_fuels,Tasmania
,coke [pj],,consumption_of_fuels,Tasmania
,coke [pj],,consumption_of_fuels,Tasmania
,coke [pj],,consumption_of_fuels,Tasmania
,coke [pj],,consumption_of_fuels,Tasmania
,coke [pj],,consumption_of_fuels,Tasmania
,coke [pj],,consumption_of_fuels,Tasmania
,coke [pj],,consumption_of_fuels,Tasmania
,coke [pj],,consumption_of_fuels,Tasmania
1960,coal_by_products [pj],,consumption_of_fuels,Tasmania
1961,coal_by_products [pj],,consumption_of_fuels,Tasmania
1962,coal_by_products [pj],,consumption_of_fuels,Tasmania
1963,coal_by_products [pj],,consumption_of_fuels,Tasmania
1964,coal_by_products [pj],,consumption_of_fuels,Tasmania
1965,coal_by_products [pj],,consumption_of_fuels,Tasmania
1966,coal_by_products [pj],,consumption_of_fuels,Tasmania
1967,coal_by_products [pj],,consumption_of_fuels,Tasmania
1968,coal_by_products [pj],,consumption_of_fuels,Tasmania
1969,coal_by_products [pj],,consumption_of_fuels,Tasmania
1970,coal_by_products [pj],,consumption_of_fuels,Tasmania
1971,coal_by_products [pj],,consumption_of_fuels,Tasmania
1972,coal_by_products [pj],,consumption_of_fuels,Tasmania
1973,coal_by_products [pj],,consumption_of_fuels,Tasmania
1974,coal_by_products [pj],,consumption_of_fuels,Tasmania
1975,coal_by_products [pj],,consumption_of_fuels,Tasmania
1976,coal_by_products [pj],,consumption_of_fuels,Tasmania
1977,coal_by_products [pj],,consumption_of_fuels,Tasmania
1978,coal_by_products [pj],,consumption_of_fuels,Tasmania
1979,coal_by_products [pj],,consumption_of_fuels,Tasmania
1980,coal_by_products [pj],,consumption_of_fuels,Tasmania
1981,coal_by_products [pj],,consumption_of_fuels,Tasmania
1982,coal_by_products [pj],,consumption_of_fuels,Tasmania
1983,coal_by_products [pj],,consumption_of_fuels,Tasmania
1984,coal_by_products [pj],,consumption_of_fuels,Tasmania
1985,coal_by_products [pj],,consumption_of_fuels,Tasmania
1986,coal_by_products [pj],,consumption_of_fuels,Tasmania
1987,coal_by_products [pj],,consumption_of_fuels,Tasmania
1988,coal_by_products [pj],,consumption_of_fuels,Tasmania
1989,coal_by_products [pj],,consumption_of_fuels,Tasmania
1990,coal_by_products [pj],,consumption_of_fuels,Tasmania
1991,coal_by_products [pj],,consumption_of_fuels,Tasmania
1992,coal_by_products [pj],,consumption_of_fuels,Tasmania
1993,coal_by_products [pj],,consumption_of_fuels,Tasmania
1994,coal_by_products [pj],,consumption_of_fuels,Tasmania
1995,coal_by_products [pj],,consumption_of_fuels,Tasmania
1996,coal_by_products [pj],,consumption_of_fuels,Tasmania
1997,coal_by_products [pj],,consumption_of_fuels,Tasmania
1998,coal_by_products [pj],,consumption_of_fuels,Tasmania
1999,coal_by_products [pj],,consumption_of_fuels,Tasmania
2000,coal_by_products [pj],,consumption_of_fuels,Tasmania
2001,coal_by_products [pj],,consumption_of_fuels,Tasmania
2002,coal_by_products [pj],,consumption_of_fuels,Tasmania
2003,coal_by_products [pj],,consumption_of_fuels,Tasmania
2004,coal_by_products [pj],,consumption_of_fuels,Tasmania
2005,coal_by_products [pj],,consumption_of_fuels,Tasmania
2006,coal_by_products [pj],,consumption_of_fuels,Tasmania
2007,coal_by_products [pj],,consumption_of_fuels,Tasmania
2008,coal_by_products [pj],,consumption_of_fuels,Tasmania
2009,coal_by_products [pj],,consumption_of_fuels,Tasmania
2010,coal_by_products [pj],,consumption_of_fuels,Tasmania
2011,coal_by_products [pj],,consumption_of_fuels,Tasmania
2012,coal_by_products [pj],,consumption_of_fuels,Tasmania
2013,coal_by_products [pj],,consumption_of_fuels,Tasmania
2014,coal_by_products [pj],,consumption_of_fuels,Tasmania
2015,coal_by_products [pj],,consumption_of_fuels,Tasmania
2016,coal_by_products [pj],,consumption_of_fuels,Tasmania
2017,coal_by_products [pj],,consumption_of_fuels,Tasmania
2018,coal_by_products [pj],,consumption_of_fuels,Tasmania
2019,coal_by_products [pj],,consumption_of_fuels,Tasmania
2020,coal_by_products [pj],,consumption_of_fuels,Tasmania
2021,coal_by_products [pj],,consumption_of_fuels,Tasmania
2022,coal_by_products [pj],,consumption_of_fuels,Tasmania
,coal_by_products [pj],,consumption_of_fuels,Tasmania
,coal_by_products [pj],,consumption_of_fuels,Tasmania
,coal_by_products [pj],,consumption_of_fuels,Tasmania
,coal_by_products [pj],,consumption_of_fuels,Tasmania
,coal_by_products [pj],,consumption_of_fuels,Tasmania
