fuel_name,year,generation,unit,state,type
Oil products,2015,136.165,gwh,South Australia,non-renewable
Other a,2015,,gwh,South Australia,non-renewable
,2015,,gwh,South Australia,non-renewable
"Bagasse, wood",2015,,gwh,South Australia,renewable
Biogas,2015,94.596,gwh,South Australia,renewable
Wind,2015,4398.022,gwh,South Australia,renewable
Hydro,2015,6.481,gwh,South Australia,renewable
Large-scale solar PV,2015,2.0,gwh,South Australia,renewable
Small-scale solar PV,2015,895.45,gwh,South Australia,renewable
Geothermal,2015,,gwh,South Australia,renewable
,2015,,gwh,South Australia,renewable
,2015,,gwh,South Australia,renewable
Black coal,2016,,gwh,South Australia,non-renewable
Brown coal,2016,,gwh,South Australia,non-renewable
Natural gas,2016,6028.20191651787,gwh,South Australia,non-renewable
Oil products,2016,183.11770253385,gwh,South Australia,non-renewable
Other a,2016,,gwh,South Australia,non-renewable
,2016,,gwh,South Australia,non-renewable
"Bagasse, wood",2016,,gwh,South Australia,renewable
Biogas,2016,78.024229086,gwh,South Australia,renewable
Wind,2016,4413.691586506,gwh,South Australia,renewable
Hydro,2016,3.451113872,gwh,South Australia,renewable
Large-scale solar PV,2016,3.925,gwh,South Australia,renewable
Small-scale solar PV,2016,1000.833,gwh,South Australia,renewable
Geothermal,2016,,gwh,South Australia,renewable
,2016,,gwh,South Australia,renewable
,2016,,gwh,South Australia,renewable
Black coal,2017,,gwh,South Australia,non-renewable
Brown coal,2017,,gwh,South Australia,non-renewable
Natural gas,2017,7753.19657115049,gwh,South Australia,non-renewable
Oil products,2017,132.837248293957,gwh,South Australia,non-renewable
Other a,2017,,gwh,South Australia,non-renewable
,2017,,gwh,South Australia,non-renewable
"Bagasse, wood",2017,,gwh,South Australia,renewable
Biogas,2017,73.9516666666667,gwh,South Australia,renewable
Wind,2017,5673.8975,gwh,South Australia,renewable
Hydro,2017,6.35222222222222,gwh,South Australia,renewable
Large-scale solar PV,2017,20.045,gwh,South Australia,renewable
Small-scale solar PV,2017,1163.369,gwh,South Australia,renewable
Geothermal,2017,,gwh,South Australia,renewable
,2017,,gwh,South Australia,renewable
,2017,,gwh,South Australia,renewable
Black coal,2018,,gwh,South Australia,non-renewable
Brown coal,2018,,gwh,South Australia,non-renewable
Natural gas,2018,7245.79685756718,gwh,South Australia,non-renewable
Oil products,2018,163.034422988378,gwh,South Australia,non-renewable
Other a,2018,,gwh,South Australia,non-renewable
,2018,,gwh,South Australia,non-renewable
"Bagasse, wood",2018,,gwh,South Australia,renewable
Biogas,2018,85.01,gwh,South Australia,renewable
Wind,2018,5711.02027777778,gwh,South Australia,renewable
Hydro,2018,8.80333333333333,gwh,South Australia,renewable
Large-scale solar PV,2018,321.329,gwh,South Australia,renewable
Small-scale solar PV,2018,1402.512,gwh,South Australia,renewable
Geothermal,2018,,gwh,South Australia,renewable
,2018,,gwh,South Australia,renewable
,2018,,gwh,South Australia,renewable
Black coal,2019,,gwh,South Australia,non-renewable
Brown coal,2019,,gwh,South Australia,non-renewable
Natural gas,2019,6614.00775933693,gwh,South Australia,non-renewable
Oil products,2019,159.398415663075,gwh,South Australia,non-renewable
Other a,2019,,gwh,South Australia,non-renewable
,2019,,gwh,South Australia,non-renewable
"Bagasse, wood",2019,,gwh,South Australia,renewable
Biogas,2019,97.4463888888889,gwh,South Australia,renewable
Wind,2019,5812.91166666667,gwh,South Australia,renewable
Hydro,2019,10.2638888888889,gwh,South Australia,renewable
Large-scale solar PV,2019,627.835859935,gwh,South Australia,renewable
Small-scale solar PV,2019,1717.58071662717,gwh,South Australia,renewable
Geothermal,2019,,gwh,South Australia,renewable
,2019,,gwh,South Australia,renewable
,2019,,gwh,South Australia,renewable
Black coal,2020,,gwh,South Australia,non-renewable
Brown coal,2020,,gwh,South Australia,non-renewable
Natural gas,2020,5588.96231553386,gwh,South Australia,non-renewable
Oil products,2020,126.725007372442,gwh,South Australia,non-renewable
Other a,2020,,gwh,South Australia,non-renewable
,2020,,gwh,South Australia,non-renewable
"Bagasse, wood",2020,,gwh,South Australia,renewable
Biogas,2020,94.5954086535637,gwh,South Australia,renewable
Wind,2020,5867.0675,gwh,South Australia,renewable
Hydro,2020,3.45527777777778,gwh,South Australia,renewable
Large-scale solar PV,2020,884.33,gwh,South Australia,renewable
Small-scale solar PV,2020,2128.18241900083,gwh,South Australia,renewable
Geothermal,2020,,gwh,South Australia,renewable
,2020,,gwh,South Australia,renewable
,2020,,gwh,South Australia,renewable
Black coal,2021,,gwh,South Australia,non-renewable
Brown coal,2021,,gwh,South Australia,non-renewable
Natural gas,2021,4288.88816701821,gwh,South Australia,non-renewable
Oil products,2021,217.975458838504,gwh,South Australia,non-renewable
Other a,2021,,gwh,South Australia,non-renewable
,2021,,gwh,South Australia,non-renewable
"Bagasse, wood",2021,,gwh,South Australia,renewable
Biogas,2021,94.5818704709896,gwh,South Australia,renewable
Wind,2021,6254.75555555555,gwh,South Australia,renewable
Hydro,2021,2.49611111111111,gwh,South Australia,renewable
Large-scale solar PV,2021,1096.65962407,gwh,South Australia,renewable
Small-scale solar PV,2021,2505.00633862783,gwh,South Australia,renewable
Geothermal,2021,,gwh,South Australia,renewable
,2021,,gwh,South Australia,renewable
,2021,,gwh,South Australia,renewable
Black coal,2022,,gwh,South Australia,non-renewable
Brown coal,2022,,gwh,South Australia,non-renewable
Natural gas,2022,3903.8266170023,gwh,South Australia,non-renewable
Oil products,2022,242.627883299127,gwh,South Australia,non-renewable
Other a,2022,,gwh,South Australia,non-renewable
,2022,,gwh,South Australia,non-renewable
"Bagasse, wood",2022,,gwh,South Australia,renewable
Biogas,2022,92.2399885873467,gwh,South Australia,renewable
Wind,2022,6799.64416666667,gwh,South Australia,renewable
Hydro,2022,1.54833333333333,gwh,South Australia,renewable
Large-scale solar PV,2022,1608.43061,gwh,South Australia,renewable
Small-scale solar PV,2022,2860.547271,gwh,South Australia,renewable
Geothermal,2022,,gwh,South Australia,renewable
,2022,,gwh,South Australia,renewable
,2022,,gwh,South Australia,renewable
Black coal,2008,,gwh,Tasmania,non-renewable
Brown coal,2008,,gwh,Tasmania,non-renewable
Natural gas,2008,705.3,gwh,Tasmania,non-renewable
Oil products,2008,64.5,gwh,Tasmania,non-renewable
Other a,2008,,gwh,Tasmania,non-renewable
,2008,,gwh,Tasmania,non-renewable
"Bagasse, wood",2008,,gwh,Tasmania,renewable
Biogas,2008,25.1,gwh,Tasmania,renewable
Wind,2008,486.897015,gwh,Tasmania,renewable
Hydro,2008,7313.6,gwh,Tasmania,renewable
Large-scale solar PV,2008,,gwh,Tasmania,renewable
Small-scale solar PV,2008,1.8,gwh,Tasmania,renewable
Geothermal,2008,,gwh,Tasmania,renewable
,2008,,gwh,Tasmania,renewable
,2008,,gwh,Tasmania,renewable
Black coal,2009,,gwh,Tasmania,non-renewable
Brown coal,2009,,gwh,Tasmania,non-renewable
Natural gas,2009,1109.8,gwh,Tasmania,non-renewable
Oil products,2009,73.9,gwh,Tasmania,non-renewable
Other a,2009,,gwh,Tasmania,non-renewable
,2009,,gwh,Tasmania,non-renewable
"Bagasse, wood",2009,,gwh,Tasmania,renewable
Biogas,2009,29.0,gwh,Tasmania,renewable
Wind,2009,489.3,gwh,Tasmania,renewable
Hydro,2009,8307.2,gwh,Tasmania,renewable
Large-scale solar PV,2009,,gwh,Tasmania,renewable
Small-scale solar PV,2009,5.6,gwh,Tasmania,renewable
Geothermal,2009,,gwh,Tasmania,renewable
,2009,,gwh,Tasmania,renewable
,2009,,gwh,Tasmania,renewable
Black coal,2010,,gwh,Tasmania,non-renewable
Brown coal,2010,,gwh,Tasmania,non-renewable
Natural gas,2010,1506.0,gwh,Tasmania,non-renewable
Oil products,2010,94.9,gwh,Tasmania,non-renewable
Other a,2010,,gwh,Tasmania,non-renewable
,2010,,gwh,Tasmania,non-renewable
"Bagasse, wood",2010,,gwh,Tasmania,renewable
Biogas,2010,29.9,gwh,Tasmania,renewable
Wind,2010,483.5,gwh,Tasmania,renewable
Hydro,2010,9451.5,gwh,Tasmania,renewable
Large-scale solar PV,2010,,gwh,Tasmania,renewable
Small-scale solar PV,2010,11.6,gwh,Tasmania,renewable
Geothermal,2010,,gwh,Tasmania,renewable
,2010,,gwh,Tasmania,renewable
,2010,,gwh,Tasmania,renewable
Black coal,2011,,gwh,Tasmania,non-renewable
Brown coal,2011,,gwh,Tasmania,non-renewable
Natural gas,2011,1562.7,gwh,Tasmania,non-renewable
Oil products,2011,60.5,gwh,Tasmania,non-renewable
Other a,2011,,gwh,Tasmania,non-renewable
,2011,,gwh,Tasmania,non-renewable
"Bagasse, wood",2011,,gwh,Tasmania,renewable
Biogas,2011,33.3,gwh,Tasmania,renewable
Wind,2011,423.1,gwh,Tasmania,renewable
Hydro,2011,8515.5,gwh,Tasmania,renewable
Large-scale solar PV,2011,,gwh,Tasmania,renewable
Small-scale solar PV,2011,22.7,gwh,Tasmania,renewable
Geothermal,2011,,gwh,Tasmania,renewable
,2011,,gwh,Tasmania,renewable
,2011,,gwh,Tasmania,renewable
Black coal,2012,,gwh,Tasmania,non-renewable
Brown coal,2012,,gwh,Tasmania,non-renewable
Natural gas,2012,1752.5,gwh,Tasmania,non-renewable
Oil products,2012,12.1,gwh,Tasmania,non-renewable
Other a,2012,,gwh,Tasmania,non-renewable
,2012,,gwh,Tasmania,non-renewable
"Bagasse, wood",2012,,gwh,Tasmania,renewable
Biogas,2012,33.0,gwh,Tasmania,renewable
Wind,2012,477.5,gwh,Tasmania,renewable
Hydro,2012,10766.4,gwh,Tasmania,renewable
Large-scale solar PV,2012,,gwh,Tasmania,renewable
Small-scale solar PV,2012,53.3,gwh,Tasmania,renewable
Geothermal,2012,,gwh,Tasmania,renewable
,2012,,gwh,Tasmania,renewable
,2012,,gwh,Tasmania,renewable
Black coal,2013,,gwh,Tasmania,non-renewable
Brown coal,2013,,gwh,Tasmania,non-renewable
Natural gas,2013,985.0,gwh,Tasmania,non-renewable
Oil products,2013,19.7,gwh,Tasmania,non-renewable
Other a,2013,,gwh,Tasmania,non-renewable
,2013,,gwh,Tasmania,non-renewable
"Bagasse, wood",2013,,gwh,Tasmania,renewable
Biogas,2013,30.6,gwh,Tasmania,renewable
Wind,2013,818.0,gwh,Tasmania,renewable
Hydro,2013,12072.6,gwh,Tasmania,renewable
Large-scale solar PV,2013,0.04,gwh,Tasmania,renewable
Small-scale solar PV,2013,73.516,gwh,Tasmania,renewable
Geothermal,2013,,gwh,Tasmania,renewable
,2013,,gwh,Tasmania,renewable
,2013,,gwh,Tasmania,renewable
Black coal,2014,,gwh,Tasmania,non-renewable
Brown coal,2014,,gwh,Tasmania,non-renewable
Natural gas,2014,131.042,gwh,Tasmania,non-renewable
Oil products,2014,18.9,gwh,Tasmania,non-renewable
Other a,2014,,gwh,Tasmania,non-renewable
,2014,,gwh,Tasmania,non-renewable
"Bagasse, wood",2014,,gwh,Tasmania,renewable
Biogas,2014,34.6,gwh,Tasmania,renewable
Wind,2014,1055.1,gwh,Tasmania,renewable
Hydro,2014,8294.4,gwh,Tasmania,renewable
Large-scale solar PV,2014,0.04,gwh,Tasmania,renewable
Small-scale solar PV,2014,96.806,gwh,Tasmania,renewable
Geothermal,2014,,gwh,Tasmania,renewable
,2014,,gwh,Tasmania,renewable
,2014,,gwh,Tasmania,renewable
Black coal,2015,,gwh,Tasmania,non-renewable
Brown coal,2015,,gwh,Tasmania,non-renewable
Natural gas,2015,858.027,gwh,Tasmania,non-renewable
Oil products,2015,90.255,gwh,Tasmania,non-renewable
Other a,2015,,gwh,Tasmania,non-renewable
,2015,,gwh,Tasmania,non-renewable
"Bagasse, wood",2015,,gwh,Tasmania,renewable
Biogas,2015,27.252,gwh,Tasmania,renewable
Wind,2015,1055.99583333333,gwh,Tasmania,renewable
Hydro,2015,8204.296,gwh,Tasmania,renewable
Large-scale solar PV,2015,0.039,gwh,Tasmania,renewable
Small-scale solar PV,2015,108.462,gwh,Tasmania,renewable
Geothermal,2015,,gwh,Tasmania,renewable
,2015,,gwh,Tasmania,renewable
,2015,,gwh,Tasmania,renewable
Black coal,2016,,gwh,Tasmania,non-renewable
Brown coal,2016,,gwh,Tasmania,non-renewable
Natural gas,2016,897.552662486,gwh,Tasmania,non-renewable
Oil products,2016,21.8169244931105,gwh,Tasmania,non-renewable
Other a,2016,,gwh,Tasmania,non-renewable
,2016,,gwh,Tasmania,non-renewable
"Bagasse, wood",2016,,gwh,Tasmania,renewable
Biogas,2016,24.5170181295695,gwh,Tasmania,renewable
Wind,2016,1104.77588382,gwh,Tasmania,renewable
Hydro,2016,8432.701468378,gwh,Tasmania,renewable
Large-scale solar PV,2016,0.296,gwh,Tasmania,renewable
Small-scale solar PV,2016,121.61,gwh,Tasmania,renewable
Geothermal,2016,,gwh,Tasmania,renewable
,2016,,gwh,Tasmania,renewable
,2016,,gwh,Tasmania,renewable
Black coal,2017,,gwh,Tasmania,non-renewable
Brown coal,2017,,gwh,Tasmania,non-renewable
Natural gas,2017,980.373333333333,gwh,Tasmania,non-renewable
Oil products,2017,24.2996527777778,gwh,Tasmania,non-renewable
Other a,2017,,gwh,Tasmania,non-renewable
,2017,,gwh,Tasmania,non-renewable
"Bagasse, wood",2017,,gwh,Tasmania,renewable
Biogas,2017,24.0622222222222,gwh,Tasmania,renewable
Wind,2017,1147.78972222222,gwh,Tasmania,renewable
Hydro,2017,9428.90888888889,gwh,Tasmania,renewable
Large-scale solar PV,2017,0.556,gwh,Tasmania,renewable
Small-scale solar PV,2017,138.931,gwh,Tasmania,renewable
Geothermal,2017,,gwh,Tasmania,renewable
,2017,,gwh,Tasmania,renewable
,2017,,gwh,Tasmania,renewable
Black coal,2018,,gwh,Tasmania,non-renewable
Brown coal,2018,,gwh,Tasmania,non-renewable
Natural gas,2018,619.786111111111,gwh,Tasmania,non-renewable
Oil products,2018,19.2697027777778,gwh,Tasmania,non-renewable
Other a,2018,,gwh,Tasmania,non-renewable
,2018,,gwh,Tasmania,non-renewable
"Bagasse, wood",2018,,gwh,Tasmania,renewable
Biogas,2018,27.0041666666667,gwh,Tasmania,renewable
Wind,2018,1147.20277777778,gwh,Tasmania,renewable
Hydro,2018,9821.0775,gwh,Tasmania,renewable
Large-scale solar PV,2018,1.495,gwh,Tasmania,renewable
Small-scale solar PV,2018,161.79,gwh,Tasmania,renewable
Geothermal,2018,,gwh,Tasmania,renewable
,2018,,gwh,Tasmania,renewable
,2018,,gwh,Tasmania,renewable
Black coal,2019,,gwh,Tasmania,non-renewable
Brown coal,2019,,gwh,Tasmania,non-renewable
Natural gas,2019,196.630555555556,gwh,Tasmania,non-renewable
Oil products,2019,20.6818111111111,gwh,Tasmania,non-renewable
Other a,2019,,gwh,Tasmania,non-renewable
,2019,,gwh,Tasmania,non-renewable
"Bagasse, wood",2019,,gwh,Tasmania,renewable
Biogas,2019,30.8833333333333,gwh,Tasmania,renewable
Wind,2019,1362.035,gwh,Tasmania,renewable
Hydro,2019,9878.33305555555,gwh,Tasmania,renewable
Large-scale solar PV,2019,2.75392857142857,gwh,Tasmania,renewable
Small-scale solar PV,2019,187.17334761875,gwh,Tasmania,renewable
Geothermal,2019,,gwh,Tasmania,renewable
,2019,,gwh,Tasmania,renewable
,2019,,gwh,Tasmania,renewable
Black coal,2020,,gwh,Tasmania,non-renewable
Brown coal,2020,,gwh,Tasmania,non-renewable
Natural gas,2020,186.130833333333,gwh,Tasmania,non-renewable
Oil products,2020,19.8351666666667,gwh,Tasmania,non-renewable
Other a,2020,,gwh,Tasmania,non-renewable
,2020,,gwh,Tasmania,non-renewable
"Bagasse, wood",2020,,gwh,Tasmania,renewable
Biogas,2020,31.7741666666667,gwh,Tasmania,renewable
Wind,2020,1815.25944444444,gwh,Tasmania,renewable
Hydro,2020,8301.87277777778,gwh,Tasmania,renewable
Large-scale solar PV,2020,3.03,gwh,Tasmania,renewable
Small-scale solar PV,2020,218.629352245,gwh,Tasmania,renewable
Geothermal,2020,,gwh,Tasmania,renewable
,2020,,gwh,Tasmania,renewable
,2020,,gwh,Tasmania,renewable
Black coal,2021,,gwh,Tasmania,non-renewable
Brown coal,2021,,gwh,Tasmania,non-renewable
Natural gas,2021,174.76222222222,gwh,Tasmania,non-renewable
Oil products,2021,10.6762333332578,gwh,Tasmania,non-renewable
Other a,2021,,gwh,Tasmania,non-renewable
,2021,,gwh,Tasmania,non-renewable
"Bagasse, wood",2021,,gwh,Tasmania,renewable
Biogas,2021,32.9758333333333,gwh,Tasmania,renewable
Wind,2021,1789.18111111111,gwh,Tasmania,renewable
Hydro,2021,9709.625,gwh,Tasmania,renewable
Large-scale solar PV,2021,2.97273412698413,gwh,Tasmania,renewable
Small-scale solar PV,2021,255.5006835325,gwh,Tasmania,renewable
Geothermal,2021,,gwh,Tasmania,renewable
,2021,,gwh,Tasmania,renewable
,2021,,gwh,Tasmania,renewable
Black coal,2022,,gwh,Tasmania,non-renewable
Brown coal,2022,,gwh,Tasmania,non-renewable
Natural gas,2022,193.56694444444,gwh,Tasmania,non-renewable
Oil products,2022,12.6687833334,gwh,Tasmania,non-renewable
Other a,2022,,gwh,Tasmania,non-renewable
,2022,,gwh,Tasmania,non-renewable
"Bagasse, wood",2022,,gwh,Tasmania,renewable
Biogas,2022,31.8172222222222,gwh,Tasmania,renewable
Wind,2022,1805.27583333333,gwh,Tasmania,renewable
Hydro,2022,8359.825,gwh,Tasmania,renewable
Large-scale solar PV,2022,3.7128,gwh,Tasmania,renewable
Small-scale solar PV,2022,297.8250971,gwh,Tasmania,renewable
Geothermal,2022,,gwh,Tasmania,renewable
,2022,,gwh,Tasmania,renewable
,2022,,gwh,Tasmania,renewable
Black coal,2008,,gwh,Northern Territory,non-renewable
Brown coal,2008,,gwh,Northern Territory,non-renewable
Natural gas,2008,1873.4,gwh,Northern Territory,non-renewable
Oil products,2008,1039.3,gwh,Northern Territory,non-renewable
Other a,2008,,gwh,Northern Territory,non-renewable
,2008,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2008,,gwh,Northern Territory,renewable
Biogas,2008,9.2,gwh,Northern Territory,renewable
Wind,2008,,gwh,Northern Territory,renewable
Hydro,2008,,gwh,Northern Territory,renewable
Large-scale solar PV,2008,,gwh,Northern Territory,renewable
Small-scale solar PV,2008,0.5,gwh,Northern Territory,renewable
Geothermal,2008,,gwh,Northern Territory,renewable
,2008,,gwh,Northern Territory,renewable
,2008,,gwh,Northern Territory,renewable
Black coal,2009,,gwh,Northern Territory,non-renewable
Brown coal,2009,,gwh,Northern Territory,non-renewable
Natural gas,2009,2134.9,gwh,Northern Territory,non-renewable
Oil products,2009,1118.2,gwh,Northern Territory,non-renewable
Other a,2009,,gwh,Northern Territory,non-renewable
,2009,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2009,,gwh,Northern Territory,renewable
Biogas,2009,9.2,gwh,Northern Territory,renewable
Wind,2009,,gwh,Northern Territory,renewable
Hydro,2009,,gwh,Northern Territory,renewable
Large-scale solar PV,2009,,gwh,Northern Territory,renewable
Small-scale solar PV,2009,4.3,gwh,Northern Territory,renewable
Geothermal,2009,,gwh,Northern Territory,renewable
,2009,,gwh,Northern Territory,renewable
,2009,,gwh,Northern Territory,renewable
Black coal,2010,,gwh,Northern Territory,non-renewable
Brown coal,2010,,gwh,Northern Territory,non-renewable
Natural gas,2010,2054.1,gwh,Northern Territory,non-renewable
Oil products,2010,1022.5,gwh,Northern Territory,non-renewable
Other a,2010,,gwh,Northern Territory,non-renewable
,2010,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2010,,gwh,Northern Territory,renewable
Biogas,2010,8.7,gwh,Northern Territory,renewable
Wind,2010,,gwh,Northern Territory,renewable
Hydro,2010,,gwh,Northern Territory,renewable
Large-scale solar PV,2010,,gwh,Northern Territory,renewable
Small-scale solar PV,2010,5.6,gwh,Northern Territory,renewable
Geothermal,2010,,gwh,Northern Territory,renewable
,2010,,gwh,Northern Territory,renewable
,2010,,gwh,Northern Territory,renewable
Black coal,2011,,gwh,Northern Territory,non-renewable
Brown coal,2011,,gwh,Northern Territory,non-renewable
Natural gas,2011,2109.3,gwh,Northern Territory,non-renewable
Oil products,2011,1020.9,gwh,Northern Territory,non-renewable
Other a,2011,,gwh,Northern Territory,non-renewable
,2011,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2011,,gwh,Northern Territory,renewable
Biogas,2011,7.7,gwh,Northern Territory,renewable
Wind,2011,,gwh,Northern Territory,renewable
Hydro,2011,,gwh,Northern Territory,renewable
Large-scale solar PV,2011,,gwh,Northern Territory,renewable
Small-scale solar PV,2011,9.7,gwh,Northern Territory,renewable
Geothermal,2011,,gwh,Northern Territory,renewable
,2011,,gwh,Northern Territory,renewable
,2011,,gwh,Northern Territory,renewable
Black coal,2012,,gwh,Northern Territory,non-renewable
Brown coal,2012,,gwh,Northern Territory,non-renewable
Natural gas,2012,2269.0,gwh,Northern Territory,non-renewable
Oil products,2012,1022.0,gwh,Northern Territory,non-renewable
Other a,2012,,gwh,Northern Territory,non-renewable
,2012,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2012,,gwh,Northern Territory,renewable
Biogas,2012,6.5,gwh,Northern Territory,renewable
Wind,2012,,gwh,Northern Territory,renewable
Hydro,2012,,gwh,Northern Territory,renewable
Large-scale solar PV,2012,,gwh,Northern Territory,renewable
Small-scale solar PV,2012,16.9,gwh,Northern Territory,renewable
Geothermal,2012,,gwh,Northern Territory,renewable
,2012,,gwh,Northern Territory,renewable
,2012,,gwh,Northern Territory,renewable
Black coal,2013,,gwh,Northern Territory,non-renewable
Brown coal,2013,,gwh,Northern Territory,non-renewable
Natural gas,2013,2308.9,gwh,Northern Territory,non-renewable
Oil products,2013,1123.6,gwh,Northern Territory,non-renewable
Other a,2013,,gwh,Northern Territory,non-renewable
,2013,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2013,,gwh,Northern Territory,renewable
Biogas,2013,8.9,gwh,Northern Territory,renewable
Wind,2013,,gwh,Northern Territory,renewable
Hydro,2013,,gwh,Northern Territory,renewable
Large-scale solar PV,2013,5.058,gwh,Northern Territory,renewable
Small-scale solar PV,2013,19.357,gwh,Northern Territory,renewable
Geothermal,2013,,gwh,Northern Territory,renewable
,2013,,gwh,Northern Territory,renewable
,2013,,gwh,Northern Territory,renewable
Black coal,2014,,gwh,Northern Territory,non-renewable
Brown coal,2014,,gwh,Northern Territory,non-renewable
Natural gas,2014,2201.4,gwh,Northern Territory,non-renewable
Oil products,2014,751.3,gwh,Northern Territory,non-renewable
Other a,2014,,gwh,Northern Territory,non-renewable
,2014,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2014,,gwh,Northern Territory,renewable
Biogas,2014,9.0,gwh,Northern Territory,renewable
Wind,2014,,gwh,Northern Territory,renewable
Hydro,2014,,gwh,Northern Territory,renewable
Large-scale solar PV,2014,6.405,gwh,Northern Territory,renewable
Small-scale solar PV,2014,28.899,gwh,Northern Territory,renewable
Geothermal,2014,,gwh,Northern Territory,renewable
,2014,,gwh,Northern Territory,renewable
,2014,,gwh,Northern Territory,renewable
Black coal,2015,,gwh,Northern Territory,non-renewable
Brown coal,2015,,gwh,Northern Territory,non-renewable
Natural gas,2015,2484.714,gwh,Northern Territory,non-renewable
Oil products,2015,522.63,gwh,Northern Territory,non-renewable
Other a,2015,,gwh,Northern Territory,non-renewable
,2015,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2015,,gwh,Northern Territory,renewable
Biogas,2015,7.688,gwh,Northern Territory,renewable
Wind,2015,,gwh,Northern Territory,renewable
Hydro,2015,,gwh,Northern Territory,renewable
Large-scale solar PV,2015,8.515,gwh,Northern Territory,renewable
Small-scale solar PV,2015,42.448,gwh,Northern Territory,renewable
Geothermal,2015,,gwh,Northern Territory,renewable
,2015,,gwh,Northern Territory,renewable
,2015,,gwh,Northern Territory,renewable
Black coal,2016,,gwh,Northern Territory,non-renewable
Brown coal,2016,,gwh,Northern Territory,non-renewable
Natural gas,2016,2366.49255893307,gwh,Northern Territory,non-renewable
Oil products,2016,537.402189180868,gwh,Northern Territory,non-renewable
Other a,2016,,gwh,Northern Territory,non-renewable
,2016,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2016,,gwh,Northern Territory,renewable
Biogas,2016,7.612228312,gwh,Northern Territory,renewable
Wind,2016,,gwh,Northern Territory,renewable
Hydro,2016,,gwh,Northern Territory,renewable
Large-scale solar PV,2016,18.468,gwh,Northern Territory,renewable
Small-scale solar PV,2016,61.251,gwh,Northern Territory,renewable
Geothermal,2016,,gwh,Northern Territory,renewable
,2016,,gwh,Northern Territory,renewable
,2016,,gwh,Northern Territory,renewable
Black coal,2017,,gwh,Northern Territory,non-renewable
Brown coal,2017,,gwh,Northern Territory,non-renewable
Natural gas,2017,2437.75831609915,gwh,Northern Territory,non-renewable
Oil products,2017,947.176192234182,gwh,Northern Territory,non-renewable
Other a,2017,,gwh,Northern Territory,non-renewable
,2017,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2017,,gwh,Northern Territory,renewable
Biogas,2017,8.6075,gwh,Northern Territory,renewable
Wind,2017,,gwh,Northern Territory,renewable
Hydro,2017,,gwh,Northern Territory,renewable
Large-scale solar PV,2017,30.504,gwh,Northern Territory,renewable
Small-scale solar PV,2017,85.773,gwh,Northern Territory,renewable
Geothermal,2017,,gwh,Northern Territory,renewable
,2017,,gwh,Northern Territory,renewable
,2017,,gwh,Northern Territory,renewable
Black coal,2018,,gwh,Northern Territory,non-renewable
Brown coal,2018,,gwh,Northern Territory,non-renewable
Natural gas,2018,3503.22762246955,gwh,Northern Territory,non-renewable
Oil products,2018,794.977796974891,gwh,Northern Territory,non-renewable
Other a,2018,,gwh,Northern Territory,non-renewable
,2018,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2018,,gwh,Northern Territory,renewable
Biogas,2018,8.785,gwh,Northern Territory,renewable
Wind,2018,,gwh,Northern Territory,renewable
Hydro,2018,,gwh,Northern Territory,renewable
Large-scale solar PV,2018,32.652,gwh,Northern Territory,renewable
Small-scale solar PV,2018,117.882,gwh,Northern Territory,renewable
Geothermal,2018,,gwh,Northern Territory,renewable
,2018,,gwh,Northern Territory,renewable
,2018,,gwh,Northern Territory,renewable
Black coal,2019,,gwh,Northern Territory,non-renewable
Brown coal,2019,,gwh,Northern Territory,non-renewable
Natural gas,2019,4285.00674028268,gwh,Northern Territory,non-renewable
Oil products,2019,504.397073606206,gwh,Northern Territory,non-renewable
Other a,2019,,gwh,Northern Territory,non-renewable
,2019,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2019,,gwh,Northern Territory,renewable
Biogas,2019,8.72194444444444,gwh,Northern Territory,renewable
Wind,2019,,gwh,Northern Territory,renewable
Hydro,2019,,gwh,Northern Territory,renewable
Large-scale solar PV,2019,39.2495,gwh,Northern Territory,renewable
Small-scale solar PV,2019,162.211749748833,gwh,Northern Territory,renewable
Geothermal,2019,,gwh,Northern Territory,renewable
,2019,,gwh,Northern Territory,renewable
,2019,,gwh,Northern Territory,renewable
Black coal,2020,,gwh,Northern Territory,non-renewable
Brown coal,2020,,gwh,Northern Territory,non-renewable
Natural gas,2020,4142.97327378313,gwh,Northern Territory,non-renewable
Oil products,2020,502.491331772428,gwh,Northern Territory,non-renewable
Other a,2020,,gwh,Northern Territory,non-renewable
,2020,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2020,,gwh,Northern Territory,renewable
Biogas,2020,7.98,gwh,Northern Territory,renewable
Wind,2020,,gwh,Northern Territory,renewable
Hydro,2020,,gwh,Northern Territory,renewable
Large-scale solar PV,2020,44.60730556,gwh,Northern Territory,renewable
Small-scale solar PV,2020,203.556390206333,gwh,Northern Territory,renewable
Geothermal,2020,,gwh,Northern Territory,renewable
